timestamp,sample,iaq,tvoc,eco2,etoh,label
2026-04-29 23:55:35,1,1.0,0.016,400.0,0.008,indoor
2026-04-29 23:55:38,2,1.0,0.016,400.0,0.008,indoor
2026-04-29 23:55:41,3,1.0,0.016,400.0,0.008,indoor
2026-04-29 23:55:44,4,1.0,0.016,400.0,0.008,indoor
2026-04-29 23:55:48,5,1.0,0.016,400.0,0.008,indoor
2026-04-29 23:55:51,6,1.0,0.016,400.0,0.008,indoor
